0.48898107, 0.24095774
0.3460021, 0.56770504
0.33152556, 0.40584832
0.11109245, 0.33677143
0.96239996, 0.7999993
0.33211565, 0.4312477
0.3745538, 0.51375306
0.74574035, 0.2362557
0.05058211, 0.5641187
0.024177134, 0.3029617
0.045170963, 0.80930334
0.25566941, 0.81408715
0.67964107, 0.75905097
0.3866347, 0.72179735
0.5024102, 0.36631012
0.55395037, 0.96884567
0.4537264, 0.28867638
0.5201996, 0.0053682327
0.88804317, 0.1521604
0.9407645, 0.34479487
0.43747044, 0.6532691
0.8193575, 0.5701921
0.5325522, 0.15695828
0.9559288, 0.679837
0.5729991, 0.9371211
0.2440058, 0.13640821
0.3048979, 0.6529691
0.4476738, 0.4119832
0.40939432, 0.73959464
0.2739715, 0.17076159
0.8410988, 0.435472
0.6749642, 0.7384618
0.2258147, 0.38557208
0.9638, 0.9226214
0.9930841, 0.49866402
0.43741274, 0.088187635
0.68905294, 0.74443495
0.27008522, 0.19002616
0.60197604, 0.23404926
0.80984366, 0.016168833
0.90212715, 0.5111175
0.48474705, 0.51622635
0.6189031, 0.90378475
0.047819853, 0.85752726
0.07257414, 0.85844666
0.17504203, 0.86192054
0.6716422, 0.8377439
0.62595737, 0.08916181
0.05743426, 0.9568909
0.5047284, 0.92435855
