8130547018405166401;-3145676480178431856;-106924227650946370
7651350037021973653;-4937595763227399937;-4933370018912288897
8373426993225970078;176768760414214705;-2380409671813408535
2249609096080538000;-5493042281030390316;-7173064838036303459
-3807748522388830926;-3277655648445182523;-1485318969854479329
2381694172120142455;-8395167854637384255;-2425187240581839881
-6782116045803853777;-1828430336327883151;-5708541605485826896
6667380387552979793;-7898416708349413592;5534833858909208529
-1085702511533922098;5004947826458308819;624584438737424930
3523845479195949040;-355908397800941538;-5475854761497295408
1112337328600873131;1630757255870193083;3918211097638773334
3860051477044958832;-4722129238576344253;-2929398627203820491
-6713785271006039199;-3002832265669259217;4206808827903942110
2872378300856041715;6519994606836141533;-4887769881429133220
-8911217233915239834;5437741426263394974;4827685363103690142
5537860147807326875;866425393345823543;-2821776563942185099
6249710932785592873;1032988832259561316;1352022736750368161
-8362440826336330808;-8261608082951714502;-6170840107459970431
5943571976200555626;-4750994021582043010;-3174999803590708930
-4558783509348941420;572758845762449993;4867486008580647312
-5401812829485421607;9069289411394824847;8327430308549915756
2091946210252612748;5262748995137046626;4431556988712968761
2343309735616609523;-6910567429543377133;-4042950985916682654
-2608858377763468624;-4168126770077753998;8767379704556721499
-7124507754190540775;-5114715163567189534;7193026517514176883
3649407159709010093;3421585366263459065;-2403824070174877678
5448757969985954034;-5946582074830168600;-6499445157499304919
2780972319221179993;3221488339046877919;7622511134297175036
-3248029381076363517;-4618921325253397213;-3299048013462937696
4123087482089716336;1924655156375755670;-1296770028752813394
4022628748987933580;8579391124529754077;-7892358487383572700
7672468802443803022;-3922846532838698639;-4441565140538314639
-2924650382035789659;7130411922655995692;2338631728831771918
-5722730676263037843;1576420356149521219;-6380820184188943806
5911562836800329114;-1365259048018731353;-8899706107906230052
4569683806703010144;-804716614131060677;-4633366006973973751
2774812932635321476;5060074165739438443;5786630859688297104
274799082592636176;66982059264091392;-6783491461576803303
-3819009787854314200;3307524377050779214;1025426211843262283
-2227147533541880202;-8232830402411006455;2149308451145252072
2648007809933984020;5791248389703372641;9164057440710218538
2363120052701878808;-5472023951434132673;2246346817524168207
3385798192232310008;-5411897981694429012;-5337933887121769376
4731452959528849544;333810472562129109;6215149359538592645
8040178234763950915;-7728587770368685531;677661412924697492
-2593016409609067495;-6301817563029544601;-5981774147999989224
-1002290201536011265;-5642682316636565262;-3738378902260664963
-6704419037969829404;-6870377164541829807;-8674758595391779795
236295502688822766;2443962253556573153;3648765093367120317
-1477220426129847812;-5425530086552581293;-579105470961468998
-3082662654432226075;-7464294551955998940;75981707951799035
7568805370807567086;299003214986096227;3717554552839403392
-4483920115190519448;-8040966775137475758;-8288896056095062973
-7354676687855618948;5263075079679155410;3352064015379663245
-6035427010255846009;-2873741063756973158;-6799027648293081182
6581411570544522650;-2397146238989417310;7324749867223346417
6188414054468051704;-5218593804513980598;-8306756069278764546
4706122211939596713;-3114727738302955226;-2200590837594207041
-8510055578840848778;2001785697914548864;7292537659347472435
2582234549433477362;-9182793570429714980;-3209569455874759096
3945831687086691418;-8008644411721602513;-4394327529584934540
2500763852826153062;-8619553686646185336;-319361123174385516
-6167721206500203913;-8643916197111228587;944926484044268257
-8213094185031727979;-7031429175048715118;2165395199160195873
-5796378260365925573;852912380986899835;2129336403472144484
5692107873892406253;-7723876965647099487;3121588098840434656
-6782969118390516221;1037288091217559661;-4037159165761063215
-3349274152525601740;755696252698994552;-8567004176815283092
5158365619801204927;7483670361236239676;5058408650006549310
765209480472434504;5079790607086136592;-848193557340481907
6336108618547918535;3212902018335384177;5910276972244472736
1635082061912363797;8214853641829925111;4892769971362295790
-5225841110805229316;-7917691998980535405;-3359723644861293401
7258171987482708183;-910255866544774935;-8107858244837516006
3913041121446492963;4996924699415028700;3230603777504131291
6743859135490774930;6064110426730704556;-4774026333573299268
-4600263074243655042;684223097385452599;6215745602965083383
-6898399674941725233;-6671327946321668559;-3612360454619874280
-6625914641972964947;3297325625816219773;41594699181084038
146225607767707289;7125575981391173865;8508956338602873285
-5142373447363557948;-2053739926850340879;-3433796009604904515
-8367358881337475657;-6658737928618378651;5707051700476585901
8343111054991136941;-8005198272989201158;5285416214475005848
4734751737021732651;5944866732489329202;5078194809565338439
9212848740177151168;-4601088754438787040;-4187568703389827784
-310374539581930004;-3240319975585052941;-7085420839866449133
5709550301000762784;7605936724055386697;-2639538784804449413
7753491598087654879;-3946854259826764097;5412811646673970262
-5751263427159983527;-4276042452122693067;-6687155381147140643
5065873119961775388;8281167278526582973;999466130533694488
7401561523452505271;578822449135663415;-8571987849579830385
-5037770105634465697;-6620732721724877826;5530763435001952091
8811787314373868010;1671447923243047734;-8723044817298272810
-1398826870827163956;-7962119636203051109;-5876442565781522787
-4647759398630549416;-1686132769063969308;5632954074456158118
5441025012085981415;2520126294692208656;-1946432344574855023
7881970412595443393;-3449180135743411395;6902719433758710399
8224952394952779476;-3389308199766997544;1482659356886435865
7507522098228162714;352737274027115331;-3179360136395711353
3973933401313173963;-4530469920451184311;-8906443240767583865
